31.5,-2.36235,-10.5,-3.80925,0,14.5083
28.683,-2.3697,-11.1519,-2.0952,0,14.853
26.124,-2.37015,-11.1888,3.8169,0,14.5062
24.0795,-2.35635,-10.0008,11.7756,0,9.2916
22.6335,-2.29665,-7.42005,14.0634,0,5.2173
21.579,-2.1159,-4.0551,14.5086,0,3.8082
20.673,-1.7343,-0.59271,-14.4192,0,-4.13355
19.689,-1.107255,2.3589,-13.81335,0,-5.84715
18.498,-0.433815,4.7466,-12.6621,0,-8.0418
17.013,-0.0175155,6.75495,-11.0793,0,-10.1118
15.177,-0.0664575,8.54205,-9.5682,0,-11.55195
13.0935,-0.247695,10.1139,-8.24985,0,-12.52755
10.92795,-0.039249,11.42265,-6.98895,0,-13.2723
8.78835,0.80832,12.4374,-5.50575,0,-13.953
6.63975,1.8393,13.1706,-3.81135,0,-14.5077
4.4271,2.50815,13.64055,-2.07825,0,-14.8554
2.1513,2.7666,13.85175,-0.34017,0,-14.9961
-0.131898,3.0525,13.7949,1.47381,0,-14.9274
-2.3529,3.6663,13.4424,3.84135,0,-14.49975
-4.4028,4.38015,12.70725,7.04625,0,-13.242
-6.174,4.8786,11.50275,10.1328,0,-11.0601
-7.6869,5.1675,9.92265,11.57805,0,-9.5367
-9.0522,5.481,8.1882,12.03045,0,-8.95935
-10.26165,5.8887,6.42075,13.07025,0,-7.36005
-11.0898,6.1572,4.55745,14.53875,0,-3.69135
